Week,Match Title,Match Date,Team,Player,Position,Injury,Practice Status,Game Status
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Pierre Strong,RB,Back,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Juan Thornhill,S,Calf,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Cedric Tillman,WR,Concussion,Did Not Participate In Practice,Out
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Denzel Ward,CB,"Shoulder, Knee",Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Will Anderson Jr.,DE,Ankle,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Andrew Beck,FB,Calf,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Noah Brown,WR,Back,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Maliek Collins,DT,Hip,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Michael Deiter,C,,Full Participation in Practice,
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Jonathan Greenard,DE,Ankle,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Jerry Hughes,DE,Ankle,Did Not Participate In Practice,Out
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Shaq Mason,G,,Did Not Participate In Practice,
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Sheldon Rankins,DT,Shoulder,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Laremy Tunsil,T,,Did Not Participate In Practice,
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Texans,Robert Woods,WR,Hip,Limited Participation in Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Jaire Alexander,CB,"Shoulder, Ankle",Did Not Participate In Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,De'Vondre Campbell,LB,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,AJ Dillon,RB,"Thumb, Neck",Did Not Participate In Practice,Doubtful
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Romeo Doubs,WR,,Limited Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Elgton Jenkins,G,,Limited Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Aaron Jones,RB,,Limited Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Isaiah McDuffie,LB,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Luke Musgrave,TE,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Josh Myers,C,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Jonathan Owens,S,,Limited Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Jayden Reed,WR,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Sean Rhyan,G,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Darnell Savage,S,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Tedarrell Slaton,DT,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Preston Smith,LB,,Limited Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Zach Tom,T,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Quay Walker,LB,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Christian Watson,WR,Hamstring,Limited Participation in Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Packers,Emanuel Wilson,RB,,Full Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Dorance Armstrong,DE,,Full Participation in Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Brandin Cooks,WR,,Limited Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Stephon Gilmore,CB,,Limited Participation in Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Johnathan Hankins,DT,,Full Participation in Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Malik Hooker,S,,Full Participation in Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Demarcus Lawrence,DE,,Did Not Participate In Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Jourdan Lewis,CB,,Limited Participation in Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Zack Martin,G,,Did Not Participate In Practice,
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Cooper Rush,QB,Illness,Did Not Participate In Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Tyler Smith,G,,Full Participation in Practice,Questionable
Wildcard,Packers vs Cowboys,"SUNDAY, JANUARY 14TH",Cowboys,Tyron Smith,T,,Did Not Participate In Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Steelers,Minkah Fitzpatrick,S,,Full Participation in Practice,Questionable
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Steelers,Najee Harris,RB,,Full Participation in Practice,Questionable
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Steelers,Cameron Heyward,DT,,Limited Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Steelers,Larry Ogunjobi,DT,,Limited Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Steelers,Patrick Peterson,CB,,Limited Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Steelers,Elandon Roberts,LB,,Full Participation in Practice,Questionable
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Steelers,Isaac Seumalo,G,,Did Not Participate In Practice,Questionable
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Steelers,T.J. Watt,LB,Knee,Did Not Participate In Practice,Out
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Josh Allen,QB,,Full Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Gabe Davis,WR,Knee,Did Not Participate In Practice,Out
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Dion Dawkins,T,,Full Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Stefon Diggs,WR,,Did Not Participate In Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Tyrel Dodson,LB,Shoulder,Limited Participation in Practice,Questionable
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Rasul Douglas,CB,Knee,Did Not Participate In Practice,Questionable
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Leonard Floyd,DE,,Full Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Damar Hamlin,S,,Full Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Deonte Harty,WR,,Full Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Micah Hyde,S,,Full Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Ty Johnson,RB,,Limited Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,DaQuan Jones,DT,,Did Not Participate In Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Dawson Knox,TE,,Full Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Von Miller,LB,,Full Participation in Practice,
Wildcard,Steelers vs Bills,"MONDAY, JANUARY 15TH",Bills,Taylor Rapp,S,Calf,Did Not Participate In Practice,Out
